,correlatoin,AAPL,MSFT,AMZN,GOOG,TSLA
2137,0.9839921904661686,15,10,30,15,30
2720,0.9839919423080649,20,5,20,40,15
2199,0.9839831507477143,15,15,20,30,20
2128,0.9839830094434032,15,10,25,20,30
1306,0.9839776531224942,10,0,20,40,30
558,0.9839756492611731,0,40,40,15,5
2647,0.9839673664847044,20,0,20,45,15
405,0.9839638828657665,0,30,40,10,20
1981,0.983963208411708,15,0,20,40,25
1600,0.9839623720793889,10,20,30,10,30
3976,0.9839558028819508,30,5,30,20,15
2358,0.983955597772786,15,25,20,30,10
482,0.9839513188513028,0,35,40,10,15
530,0.9839437590673749,0,40,20,25,15
131,0.9839433517847519,0,10,45,25,20
1748,0.9839390627602318,10,30,25,10,25
2294,0.9839181338992166,15,20,30,10,25
2510,0.983908102878509,15,35,30,5,15
2798,0.9839076096536369,20,10,20,40,10
2385,0.9839019489956752,15,25,40,15,5
1128,0.9838971756959077,5,35,20,30,10
110,0.9838923031286354,0,10,35,15,40
2233,0.9838905336647641,15,15,40,15,15
897,0.9838754498156981,5,20,25,15,35
51,0.9838682777970215,0,5,30,20,45
1055,0.9838680189364578,5,30,25,10,30
195,0.9838616924948084,0,15,45,25,15
4925,0.9838417436352684,40,0,30,30,0
2721,0.9838393642813921,20,5,20,45,10
2813,0.9838374308143668,20,10,30,15,25
2804,0.9838367630579647,20,10,25,20,25
2797,0.9838251099239032,20,10,20,35,15
609,0.983824452808099,0,45,25,5,25
1446,0.9838183212348326,10,10,30,15,35
1438,0.9838115541672721,10,10,25,20,35
529,0.9838097765548564,0,40,20,20,20
894,0.983807270335367,5,20,20,45,10
3213,0.9837939563784922,20,40,25,15,0
2615,0.9837934866364926,15,45,25,10,5
1274,0.9837928736000147,5,45,25,5,20
450,0.983792499540057,0,35,20,20,25
2877,0.9837855215912266,20,15,20,35,10
2618,0.9837781442823432,15,45,30,5,5
1126,0.9837758372548542,5,35,20,20,20
1365,0.9837750185933187,10,5,20,35,30
4192,0.9837624051673135,30,20,30,15,5
2961,0.9837564214905873,20,20,25,15,20
2048,0.9837551905225006,15,5,20,35,25
1478,0.9837495874757717,10,10,45,30,5
4512,0.9837457300384675,35,5,25,30,5
152,0.9837364596532377,0,15,20,30,35
2023,0.9837347466033683,15,0,45,30,10
792,0.9837218611051444,5,10,45,25,15
1079,0.9837166485993514,5,30,40,10,15
795,0.9837154376803977,5,10,45,40,0
3464,0.9837025174072622,25,10,35,15,15
641,0.9837006739229267,5,0,20,40,35
1071,0.983700222399591,5,30,35,5,25
559,0.983689792375111,0,40,40,20,0
863,0.9836880242156311,5,15,45,30,5
1817,0.9836848131482808,10,35,20,25,10
2437,0.9836800689435158,15,30,25,10,20
4586,0.9836745190270744,35,10,25,30,0
2357,0.983673823911868,15,25,20,25,15
906,0.9836731831257449,5,20,30,10,35
4251,0.98366510905212,30,25,30,15,0
2646,0.9836548247570432,20,0,20,40,20
1583,0.9836495982766045,10,20,20,25,25
1332,0.9836443766091343,10,0,40,20,30
3731,0.9836440906092749,25,30,30,10,5
2975,0.9836263725950191,20,20,35,10,15
3968,0.9836246231260726,30,5,25,25,15
2011,0.98361260407351,15,0,40,20,25
3171,0.9836071639520899,20,35,35,10,0
3727,0.9835945132534959,25,30,25,15,5
1201,0.9835898195578611,5,40,20,20,15
890,0.9835714777503693,5,20,20,25,30
3667,0.9835629039055233,25,25,25,15,10
2659,0.983555708097312,20,0,30,20,30
1762,0.9835477302875878,10,30,35,5,20
76,0.9835466498681985,0,5,45,25,25
1958,0.9835446473202963,10,45,35,5,5
2281,0.983543211398768,15,20,20,40,5
2094,0.9835416956710132,15,5,45,35,0
728,0.9835410117333045,5,5,45,25,20
1479,0.9835408294066816,10,10,45,35,0
2968,0.9835374791894033,20,20,30,10,20
1202,0.9835317337510415,5,40,20,25,10
46,0.9835261983293572,0,5,25,25,45
4658,0.9835157328775249,35,15,30,20,0
1047,0.9835129105371194,5,30,20,20,25
2359,0.983512614577023,15,25,20,35,5
1755,0.9835107389757036,10,30,30,5,25
396,0.9835065116251551,0,30,35,5,30
4187,0.9835054541503582,30,20,25,20,5
3472,0.983501594755795,25,10,40,20,5
690,0.9834987288477685,5,5,20,35,35
1992,0.9834949537731131,15,0,30,20,35
2432,0.983485078029182,15,30,20,25,10
328,0.9834807967337845,0,25,40,10,25
1154,0.9834779214570112,5,35,40,10,10
3672,0.9834718725277115,25,25,30,10,10
378,0.983470190243163,0,30,25,10,35
453,0.9834675050281886,0,35,20,35,10
2955,0.983463657730501,20,20,20,30,10
2876,0.9834574838033168,20,15,20,30,15
1002,0.9834572449640718,5,25,40,10,20
1816,0.9834447035653722,10,35,20,20,15
1063,0.9834422689143364,5,30,30,5,30
557,0.983439477026937,0,40,40,10,10
2719,0.9834366822684701,20,5,20,35,20
2093,0.9834337137595532,15,5,45,30,5
1949,0.9834244229844861,10,45,25,5,15
862,0.9834220628222515,5,15,45,25,10
2278,0.983419673058579,15,20,20,25,20
3915,0.9834170878218752,30,0,40,25,5
1466,0.9834106295878999,10,10,40,15,25
4591,0.9834052010867298,35,10,30,20,5
